epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
94,648.524,1.19467,1.77404,1.5389,0.00745,0.7296,0.5988,0.58681,0.58687,0.34062,0.61359,0.6,0.60262,0.30346,1.60963,2.09487,1.58039,0.00568,0,0.0013862,0.0013862,0.0013862
95,655.432,1.2702,1.66101,1.64837,0.00912,0.76487,0.5988,0.58681,0.58687,0.34062,0.61359,0.6,0.60262,0.30346,1.60963,2.09487,1.58039,0.00568,0,0.0013796,0.0013796,0.0013796
96,662.292,1.22869,1.75664,1.46667,0.00843,0.75399,0.58906,0.61099,0.59149,0.35169,0.59858,0.61942,0.5989,0.31733,1.58776,2.07413,1.56094,0.00568,0,0.001373,0.001373,0.001373
97,669.122,1.33304,1.81465,1.48897,0.00849,0.85745,0.64289,0.61319,0.65988,0.38689,0.65313,0.62198,0.67356,0.36591,1.56238,2.02906,1.41589,0.00549,0,0.0013664,0.0013664,0.0013664
98,675.547,1.23506,1.55304,1.63233,0.01233,0.64678,0.64871,0.62418,0.67915,0.40314,0.62471,0.65495,0.69235,0.37638,1.53612,2.04325,1.42927,0.00526,0,0.0013598,0.0013598,0.0013598
99,682.153,1.27431,1.69201,1.58146,0.01078,0.71383,0.64871,0.62418,0.67915,0.40314,0.62471,0.65495,0.69235,0.37638,1.53612,2.04325,1.42927,0.00526,0,0.0013532,0.0013532,0.0013532
100,689.075,1.20503,1.64535,1.22936,0.00565,0.7819,0.62401,0.64176,0.65406,0.3914,0.62006,0.64615,0.65772,0.34187,1.54109,2.06397,1.52131,0.00531,0,0.0013466,0.0013466,0.0013466
101,695.988,1.35625,1.81749,1.58453,0.00937,0.86843,0.61985,0.62355,0.64208,0.3749,0.62422,0.62794,0.65176,0.3236,1.57422,2.05359,1.62443,0.00532,0,0.00134,0.00134,0.00134
102,702.836,1.32145,1.7521,1.65051,0.00936,0.87962,0.58232,0.65934,0.64065,0.36453,0.57907,0.66374,0.64987,0.31751,1.60886,2.01607,1.58234,0.00542,0,0.0013334,0.0013334,0.0013334
103,710.008,1.27622,1.63196,1.56108,0.01012,0.72936,0.58232,0.65934,0.64065,0.36453,0.57907,0.66374,0.64987,0.31751,1.60886,2.01607,1.58234,0.00542,0,0.0013268,0.0013268,0.0013268
104,716.631,1.27658,1.65313,1.53213,0.01045,0.71015,0.65406,0.61083,0.66821,0.3902,0.65773,0.61758,0.66625,0.33747,1.52677,1.99775,1.39248,0.00529,0,0.0013202,0.0013202,0.0013202
105,723.386,1.1835,1.71434,1.53824,0.00936,0.83468,0.65841,0.62857,0.67518,0.40564,0.65749,0.62862,0.66586,0.35121,1.51857,2.03088,1.38214,0.00541,0,0.0013136,0.0013136,0.0013136
106,730.164,1.30495,1.68013,1.59661,0.0097,0.71065,0.62427,0.66461,0.67587,0.40812,0.6351,0.66558,0.66347,0.34599,1.50293,2.12132,1.39156,0.00524,0,0.001307,0.001307,0.001307
107,736.912,1.24898,1.78911,1.35856,0.00769,0.75893,0.62427,0.66461,0.67587,0.40812,0.6351,0.66558,0.66347,0.34599,1.50293,2.12132,1.39156,0.00524,0,0.0013004,0.0013004,0.0013004
108,743.734,1.24035,1.72586,1.4247,0.00855,0.7676,0.61824,0.64421,0.64714,0.38353,0.62604,0.63736,0.65429,0.33249,1.53683,2.15514,1.44881,0.00538,0,0.0012938,0.0012938,0.0012938
109,750.697,1.23887,1.71774,1.76277,0.00972,0.93304,0.61742,0.64396,0.64223,0.3782,0.62698,0.64648,0.65006,0.33545,1.57381,2.09194,1.50802,0.00552,0,0.0012872,0.0012872,0.0012872
110,757.672,1.25573,1.61584,1.46958,0.00855,0.77894,0.67604,0.6044,0.66207,0.39075,0.68328,0.62418,0.67233,0.34883,1.56386,2.0488,1.41641,0.00533,0,0.0012806,0.0012806,0.0012806
111,764.398,1.24727,1.69862,1.41571,0.00923,0.81445,0.67604,0.6044,0.66207,0.39075,0.68328,0.62418,0.67233,0.34883,1.56386,2.0488,1.41641,0.00533,0,0.001274,0.001274,0.001274
112,771.453,1.21759,1.65406,1.38747,0.00793,0.69878,0.6685,0.61538,0.66436,0.39798,0.65402,0.63297,0.66327,0.33205,1.53066,2.15747,1.45551,0.0052,0,0.0012674,0.0012674,0.0012674
113,778.071,1.25204,1.64535,1.36305,0.00847,0.79367,0.66311,0.63297,0.67096,0.39949,0.64514,0.61932,0.64679,0.32461,1.55438,2.26253,1.43018,0.00539,0,0.0012608,0.0012608,0.0012608
114,784.828,1.23599,1.70713,1.33132,0.00762,0.7349,0.66746,0.63297,0.68154,0.4116,0.65706,0.63077,0.66463,0.32992,1.52242,2.23661,1.42292,0.00524,0,0.0012542,0.0012542,0.0012542
115,791.773,1.20254,1.66938,1.39477,0.00747,0.71633,0.66746,0.63297,0.68154,0.4116,0.65706,0.63077,0.66463,0.32992,1.52242,2.23661,1.42292,0.00524,0,0.0012476,0.0012476,0.0012476
116,798.668,1.23619,1.65773,1.31145,0.00676,0.81054,0.6511,0.64396,0.6873,0.4206,0.64326,0.63736,0.67198,0.33958,1.51341,2.13537,1.39487,0.00517,0,0.001241,0.001241,0.001241
117,805.483,1.17871,1.61591,1.38285,0.00798,0.71427,0.67262,0.58462,0.66621,0.39905,0.67801,0.57849,0.66198,0.33154,1.55435,2.06308,1.4473,0.00544,0,0.0012344,0.0012344,0.0012344
118,812.276,1.16307,1.49004,1.38895,0.00617,0.75796,0.58922,0.62857,0.63425,0.37227,0.61902,0.59121,0.6412,0.31785,1.60186,2.03484,1.45967,0.00546,0,0.0012278,0.0012278,0.0012278
119,819.123,1.21925,1.63985,1.21163,0.0071,0.78346,0.58922,0.62857,0.63425,0.37227,0.61902,0.59121,0.6412,0.31785,1.60186,2.03484,1.45967,0.00546,0,0.0012212,0.0012212,0.0012212
