epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
17,37.5924,1.90682,2.86343,3.12197,0.00649,2.21889,0.02067,0.09779,0.02512,0.00976,0.01867,0.08833,0.02181,0.00734,2.16811,3.05662,3.24906,0.0062,0,0.000625152,0.000625152,0.000625152
18,39.9237,2.03948,2.92931,2.96604,0.00434,2.27159,0.02067,0.09779,0.02512,0.00976,0.01867,0.08833,0.02181,0.00734,2.16811,3.05662,3.24906,0.0062,0,0.00066073,0.00066073,0.00066073
19,42.2059,1.88092,2.78037,2.93215,0.00454,2.01278,0.01667,0.07886,0.02249,0.00985,0.01533,0.07256,0.02307,0.00776,2.17714,3.01995,3.21012,0.00626,0,0.000696044,0.000696044,0.000696044
20,44.2883,1.62622,2.20363,2.76858,0.00429,1.77764,0.01667,0.07886,0.02249,0.00985,0.01533,0.07256,0.02307,0.00776,2.17714,3.01995,3.21012,0.00626,0,0.000731094,0.000731094,0.000731094
21,46.6952,2.13462,2.87419,2.85589,0.00426,1.92072,0.01667,0.07886,0.02144,0.00883,0.01533,0.07256,0.01963,0.00656,2.21436,3.01932,3.15472,0.00636,0,0.00076588,0.00076588,0.00076588
22,48.9214,1.86852,2.45121,2.62866,0.00406,1.66602,0.01667,0.07886,0.02144,0.00883,0.01533,0.07256,0.01963,0.00656,2.21436,3.01932,3.15472,0.00636,0,0.000800402,0.000800402,0.000800402
23,51.0345,1.8911,2.63218,2.72069,0.00502,1.65017,0.01667,0.07886,0.01994,0.00888,0.016,0.07571,0.01887,0.0067,2.18328,3.09871,3.09018,0.00623,0,0.00083466,0.00083466,0.00083466
24,53.4337,1.98951,2.63367,2.54448,0.00398,1.75315,0.01667,0.07886,0.01994,0.00888,0.016,0.07571,0.01887,0.0067,2.18328,3.09871,3.09018,0.00623,0,0.000868654,0.000868654,0.000868654
25,55.4384,1.96522,3.07883,2.59429,0.00545,1.55159,0.02267,0.10726,0.02357,0.01041,0.01867,0.08833,0.02139,0.00808,2.117,3.00269,3.02953,0.00567,0,0.000902384,0.000902384,0.000902384
26,57.8264,2.17883,2.93033,2.47002,0.0041,1.49985,0.02267,0.10726,0.02357,0.01041,0.01867,0.08833,0.02139,0.00808,2.117,3.00269,3.02953,0.00567,0,0.00093585,0.00093585,0.00093585
27,59.9861,2.00065,2.68231,2.38387,0.00423,1.5776,0.02267,0.10726,0.02357,0.01041,0.01867,0.08833,0.02139,0.00808,2.117,3.00269,3.02953,0.00567,0,0.000969052,0.000969052,0.000969052
28,62.2691,1.76358,2.3843,2.29086,0.00435,1.19103,0.042,0.19874,0.03919,0.02116,0.042,0.19874,0.03883,0.01573,2.18686,3.05764,2.90258,0.00571,0,0.00100199,0.00100199,0.00100199
29,64.3907,1.91849,2.52027,2.33522,0.00446,1.28263,0.042,0.19874,0.03919,0.02116,0.042,0.19874,0.03883,0.01573,2.18686,3.05764,2.90258,0.00571,0,0.00103466,0.00103466,0.00103466
30,66.4983,1.77924,2.4345,2.23091,0.00469,1.35866,0.06867,0.32492,0.07066,0.03448,0.06933,0.32808,0.06811,0.02855,2.14164,2.97273,2.79536,0.00546,0,0.00106707,0.00106707,0.00106707
31,68.6558,2.14083,2.96278,2.22639,0.00499,1.32879,0.06867,0.32492,0.07066,0.03448,0.06933,0.32808,0.06811,0.02855,2.14164,2.97273,2.79536,0.00546,0,0.00109922,0.00109922,0.00109922
32,70.7734,1.94225,2.50341,2.15125,0.00456,1.09209,0.06867,0.32492,0.07066,0.03448,0.06933,0.32808,0.06811,0.02855,2.14164,2.97273,2.79536,0.00546,0,0.0011311,0.0011311,0.0011311
33,73.2126,1.87333,2.33919,2.00021,0.00358,1.25131,0.07867,0.37224,0.10074,0.05244,0.068,0.32177,0.0811,0.03262,2.26356,3.90162,2.60068,0.006,0,0.00116272,0.00116272,0.00116272
34,75.4171,1.95924,2.49371,2.07766,0.00451,1.00708,0.07867,0.37224,0.10074,0.05244,0.068,0.32177,0.0811,0.03262,2.26356,3.90162,2.60068,0.006,0,0.00119407,0.00119407,0.00119407
35,77.4751,2.10861,2.95841,2.13861,0.00485,1.11097,0.07867,0.37224,0.10074,0.05244,0.068,0.32177,0.0811,0.03262,2.26356,3.90162,2.60068,0.006,0,0.00122516,0.00122516,0.00122516
36,79.7647,2.18899,2.94773,2.0801,0.00443,1.19995,0.09,0.42587,0.15752,0.08074,0.07933,0.37539,0.13582,0.05585,2.33176,3.04397,2.40741,0.00606,0,0.00125599,0.00125599,0.00125599
37,81.9659,1.67658,2.25738,1.98756,0.00433,1.14171,0.09,0.42587,0.15752,0.08074,0.07933,0.37539,0.13582,0.05585,2.33176,3.04397,2.40741,0.00606,0,0.00128655,0.00128655,0.00128655
38,84.1147,1.67158,2.11146,2.15723,0.00458,1.08537,0.09,0.42587,0.15752,0.08074,0.07933,0.37539,0.13582,0.05585,2.33176,3.04397,2.40741,0.00606,0,0.00131685,0.00131685,0.00131685
39,86.2049,1.80103,2.33249,2.07713,0.00417,0.97019,0.21202,0.36909,0.2212,0.10832,0.18998,0.33072,0.17995,0.07012,2.2284,2.98714,2.28257,0.00581,0,0.00134688,0.00134688,0.00134688
40,88.2257,1.57068,1.97111,2.06159,0.00411,0.9564,0.21202,0.36909,0.2212,0.10832,0.18998,0.33072,0.17995,0.07012,2.2284,2.98714,2.28257,0.00581,0,0.00137665,0.00137665,0.00137665
41,90.243,1.61255,2.23884,2.28342,0.00552,1.03426,0.21202,0.36909,0.2212,0.10832,0.18998,0.33072,0.17995,0.07012,2.2284,2.98714,2.28257,0.00581,0,0.00140616,0.00140616,0.00140616
42,92.3854,1.77051,2.32934,2.21237,0.00447,1.04308,0.29756,0.30869,0.24767,0.11813,0.21928,0.25552,0.17005,0.06769,2.17847,2.76631,2.22045,0.00574,0,0.0014354,0.0014354,0.0014354
43,94.481,2.00872,2.93709,2.0785,0.00486,0.88228,0.29756,0.30869,0.24767,0.11813,0.21928,0.25552,0.17005,0.06769,2.17847,2.76631,2.22045,0.00574,0,0.00146438,0.00146438,0.00146438
44,96.5801,1.80782,2.41934,1.91738,0.00482,0.96631,0.29756,0.30869,0.24767,0.11813,0.21928,0.25552,0.17005,0.06769,2.17847,2.76631,2.22045,0.00574,0,0.00149309,0.00149309,0.00149309
45,98.7695,1.82255,2.43766,1.88163,0.00438,0.97933,0.29756,0.30869,0.24767,0.11813,0.21928,0.25552,0.17005,0.06769,2.17847,2.76631,2.22045,0.00574,0,0.00152154,0.00152154,0.00152154
46,100.934,1.79345,2.36705,2.07211,0.00473,0.91106,0.31763,0.29956,0.24852,0.1152,0.26546,0.26498,0.18712,0.06775,2.19972,2.68659,2.16038,0.00591,0,0.00154973,0.00154973,0.00154973
47,103.124,1.56549,2.17458,1.78592,0.00399,0.95307,0.31763,0.29956,0.24852,0.1152,0.26546,0.26498,0.18712,0.06775,2.19972,2.68659,2.16038,0.00591,0,0.00157765,0.00157765,0.00157765
48,105.135,1.71055,2.51578,2.05067,0.00471,0.88815,0.31763,0.29956,0.24852,0.1152,0.26546,0.26498,0.18712,0.06775,2.19972,2.68659,2.16038,0.00591,0,0.00160531,0.00160531,0.00160531
49,107.301,1.89545,2.41211,1.81777,0.00413,0.9487,0.31763,0.29956,0.24852,0.1152,0.26546,0.26498,0.18712,0.06775,2.19972,2.68659,2.16038,0.00591,0,0.0016327,0.0016327,0.0016327
50,109.546,1.99648,2.6501,1.99904,0.00464,0.94561,0.2725,0.24606,0.16595,0.06396,0.24291,0.19535,0.11608,0.03491,2.58687,3.13675,2.23108,0.00692,0,0.00165983,0.00165983,0.00165983
51,111.53,1.82289,2.38158,1.97329,0.00502,0.79139,0.2725,0.24606,0.16595,0.06396,0.24291,0.19535,0.11608,0.03491,2.58687,3.13675,2.23108,0.00692,0,0.00167,0.00167,0.00167
52,113.518,1.65779,2.35684,2.12114,0.00596,0.79032,0.2725,0.24606,0.16595,0.06396,0.24291,0.19535,0.11608,0.03491,2.58687,3.13675,2.23108,0.00692,0,0.0016634,0.0016634,0.0016634
53,115.457,2.05399,2.46848,2.29987,0.00523,0.86056,0.2725,0.24606,0.16595,0.06396,0.24291,0.19535,0.11608,0.03491,2.58687,3.13675,2.23108,0.00692,0,0.0016568,0.0016568,0.0016568
54,117.662,1.914,2.44004,1.8622,0.00423,0.90366,0.34316,0.29968,0.26522,0.1161,0.28809,0.22713,0.17617,0.05855,2.24839,2.92775,2.08664,0.00567,0,0.0016502,0.0016502,0.0016502
55,119.815,2.00403,2.38912,1.86743,0.00411,0.85368,0.34316,0.29968,0.26522,0.1161,0.28809,0.22713,0.17617,0.05855,2.24839,2.92775,2.08664,0.00567,0,0.0016436,0.0016436,0.0016436
56,121.843,1.7757,2.37624,1.91518,0.00492,0.87551,0.34316,0.29968,0.26522,0.1161,0.28809,0.22713,0.17617,0.05855,2.24839,2.92775,2.08664,0.00567,0,0.001637,0.001637,0.001637
57,124.015,1.82568,2.34501,1.76665,0.004,0.90902,0.34316,0.29968,0.26522,0.1161,0.28809,0.22713,0.17617,0.05855,2.24839,2.92775,2.08664,0.00567,0,0.0016304,0.0016304,0.0016304
58,126.229,1.84334,2.46754,1.84531,0.00441,0.82501,0.35706,0.34069,0.29045,0.12654,0.28901,0.28707,0.18458,0.06506,2.10798,2.50762,1.99812,0.00542,0,0.0016238,0.0016238,0.0016238
59,128.19,1.55577,2.31412,1.86289,0.00437,0.76151,0.35706,0.34069,0.29045,0.12654,0.28901,0.28707,0.18458,0.06506,2.10798,2.50762,1.99812,0.00542,0,0.0016172,0.0016172,0.0016172
60,130.524,2.08868,2.63671,1.78085,0.00379,0.83153,0.35706,0.34069,0.29045,0.12654,0.28901,0.28707,0.18458,0.06506,2.10798,2.50762,1.99812,0.00542,0,0.0016106,0.0016106,0.0016106
61,132.787,1.81252,2.2788,1.77966,0.00405,0.86983,0.35706,0.34069,0.29045,0.12654,0.28901,0.28707,0.18458,0.06506,2.10798,2.50762,1.99812,0.00542,0,0.001604,0.001604,0.001604
62,134.902,1.55927,2.02813,2.00282,0.00532,0.75075,0.22603,0.3123,0.16769,0.06758,0.13921,0.26814,0.0791,0.02528,2.35218,2.78564,2.18322,0.00663,0,0.0015974,0.0015974,0.0015974
63,137.043,1.93765,2.32137,1.82523,0.00473,0.80726,0.22603,0.3123,0.16769,0.06758,0.13921,0.26814,0.0791,0.02528,2.35218,2.78564,2.18322,0.00663,0,0.0015908,0.0015908,0.0015908
64,139.293,2.03787,2.09216,1.65016,0.00367,0.82354,0.22603,0.3123,0.16769,0.06758,0.13921,0.26814,0.0791,0.02528,2.35218,2.78564,2.18322,0.00663,0,0.0015842,0.0015842,0.0015842
65,141.443,1.93222,2.22655,1.89343,0.0049,0.80431,0.22603,0.3123,0.16769,0.06758,0.13921,0.26814,0.0791,0.02528,2.35218,2.78564,2.18322,0.00663,0,0.0015776,0.0015776,0.0015776
66,143.738,1.92024,2.38268,1.79789,0.00396,0.78448,0.25303,0.35962,0.20383,0.08739,0.18506,0.29338,0.13502,0.04102,2.19655,2.70682,2.15188,0.00625,0,0.001571,0.001571,0.001571
67,146.011,1.88651,2.18051,1.71136,0.00426,0.82259,0.25303,0.35962,0.20383,0.08739,0.18506,0.29338,0.13502,0.04102,2.19655,2.70682,2.15188,0.00625,0,0.0015644,0.0015644,0.0015644
68,148.126,1.85281,2.27371,1.70515,0.00434,0.79688,0.25303,0.35962,0.20383,0.08739,0.18506,0.29338,0.13502,0.04102,2.19655,2.70682,2.15188,0.00625,0,0.0015578,0.0015578,0.0015578
69,150.374,1.68271,2.10492,1.61206,0.00372,0.66897,0.25303,0.35962,0.20383,0.08739,0.18506,0.29338,0.13502,0.04102,2.19655,2.70682,2.15188,0.00625,0,0.0015512,0.0015512,0.0015512
70,152.646,1.84357,2.15966,1.69573,0.00417,0.72198,0.37643,0.38801,0.30572,0.12902,0.34471,0.35331,0.2645,0.11212,2.10846,2.5257,1.96125,0.00599,0,0.0015446,0.0015446,0.0015446
71,154.856,1.71723,2.06911,1.59158,0.00392,0.81802,0.37643,0.38801,0.30572,0.12902,0.34471,0.35331,0.2645,0.11212,2.10846,2.5257,1.96125,0.00599,0,0.001538,0.001538,0.001538
72,157.038,2.06669,2.44264,1.69381,0.00448,0.74336,0.37643,0.38801,0.30572,0.12902,0.34471,0.35331,0.2645,0.11212,2.10846,2.5257,1.96125,0.00599,0,0.0015314,0.0015314,0.0015314
73,159.253,2.02771,2.5648,1.80749,0.00479,0.73165,0.37643,0.38801,0.30572,0.12902,0.34471,0.35331,0.2645,0.11212,2.10846,2.5257,1.96125,0.00599,0,0.0015248,0.0015248,0.0015248
74,161.18,1.68463,2.28298,1.90561,0.00546,0.72783,0.42416,0.39117,0.32961,0.13871,0.37125,0.37855,0.28445,0.11457,2.08562,2.81039,1.91746,0.00564,0,0.0015182,0.0015182,0.0015182
75,163.35,2.05147,2.34332,1.66888,0.00457,0.7674,0.42416,0.39117,0.32961,0.13871,0.37125,0.37855,0.28445,0.11457,2.08562,2.81039,1.91746,0.00564,0,0.0015116,0.0015116,0.0015116
76,165.488,1.88617,2.0033,1.7056,0.00465,0.67963,0.42416,0.39117,0.32961,0.13871,0.37125,0.37855,0.28445,0.11457,2.08562,2.81039,1.91746,0.00564,0,0.001505,0.001505,0.001505
77,167.449,1.72911,2.00157,1.8107,0.00483,0.5837,0.42416,0.39117,0.32961,0.13871,0.37125,0.37855,0.28445,0.11457,2.08562,2.81039,1.91746,0.00564,0,0.0014984,0.0014984,0.0014984
78,169.572,1.77835,2.2861,1.69522,0.00465,0.75911,0.37367,0.42158,0.31358,0.14236,0.28783,0.33021,0.19573,0.06584,2.10721,3.35649,2.03881,0.00587,0,0.0014918,0.0014918,0.0014918
79,171.685,1.63454,2.0175,1.85658,0.00464,0.7522,0.37367,0.42158,0.31358,0.14236,0.28783,0.33021,0.19573,0.06584,2.10721,3.35649,2.03881,0.00587,0,0.0014852,0.0014852,0.0014852
80,173.875,2.03305,2.28771,1.68676,0.00423,0.58673,0.37367,0.42158,0.31358,0.14236,0.28783,0.33021,0.19573,0.06584,2.10721,3.35649,2.03881,0.00587,0,0.0014786,0.0014786,0.0014786
81,176.276,1.84635,2.26886,1.53071,0.00362,0.79124,0.37367,0.42158,0.31358,0.14236,0.28783,0.33021,0.19573,0.06584,2.10721,3.35649,2.03881,0.00587,0,0.001472,0.001472,0.001472
82,178.54,1.79392,2.1259,1.50839,0.0038,0.69233,0.38871,0.45426,0.35448,0.15808,0.31533,0.37855,0.23802,0.07937,2.10165,2.8098,1.95636,0.00586,0,0.0014654,0.0014654,0.0014654
83,180.766,2.01418,2.27504,1.54285,0.00398,0.69531,0.38871,0.45426,0.35448,0.15808,0.31533,0.37855,0.23802,0.07937,2.10165,2.8098,1.95636,0.00586,0,0.0014588,0.0014588,0.0014588
84,183.167,2.23669,2.37517,1.61561,0.00379,0.73847,0.38871,0.45426,0.35448,0.15808,0.31533,0.37855,0.23802,0.07937,2.10165,2.8098,1.95636,0.00586,0,0.0014522,0.0014522,0.0014522
85,185.439,1.82781,2.07864,1.44575,0.00362,0.62868,0.38871,0.45426,0.35448,0.15808,0.31533,0.37855,0.23802,0.07937,2.10165,2.8098,1.95636,0.00586,0,0.0014456,0.0014456,0.0014456
86,187.41,1.69704,2.12892,1.8419,0.00484,0.738,0.45242,0.42587,0.38812,0.17525,0.39747,0.3817,0.31108,0.10782,2.04979,2.3965,1.83147,0.00507,0,0.001439,0.001439,0.001439
87,189.696,1.93562,2.23137,1.56237,0.00344,0.76733,0.45242,0.42587,0.38812,0.17525,0.39747,0.3817,0.31108,0.10782,2.04979,2.3965,1.83147,0.00507,0,0.0014324,0.0014324,0.0014324
88,191.677,1.72132,2.20972,1.69403,0.00435,0.63181,0.45242,0.42587,0.38812,0.17525,0.39747,0.3817,0.31108,0.10782,2.04979,2.3965,1.83147,0.00507,0,0.0014258,0.0014258,0.0014258
89,193.617,1.31707,1.70965,1.8358,0.00446,0.75006,0.45242,0.42587,0.38812,0.17525,0.39747,0.3817,0.31108,0.10782,2.04979,2.3965,1.83147,0.00507,0,0.0014192,0.0014192,0.0014192
90,195.984,1.9625,2.33181,1.62015,0.00377,0.66609,0.41774,0.43533,0.33411,0.14994,0.3717,0.4164,0.29126,0.11279,2.04146,2.40328,1.95486,0.00523,0,0.0014126,0.0014126,0.0014126
91,198.067,1.72165,2.14689,1.65612,0.00446,0.75664,0.41774,0.43533,0.33411,0.14994,0.3717,0.4164,0.29126,0.11279,2.04146,2.40328,1.95486,0.00523,0,0.001406,0.001406,0.001406
92,200.083,1.69365,1.85497,1.50248,0.00375,0.63977,0.41774,0.43533,0.33411,0.14994,0.3717,0.4164,0.29126,0.11279,2.04146,2.40328,1.95486,0.00523,0,0.0013994,0.0013994,0.0013994
93,202.055,1.61026,1.99346,1.65481,0.00482,0.6971,0.41774,0.43533,0.33411,0.14994,0.3717,0.4164,0.29126,0.11279,2.04146,2.40328,1.95486,0.00523,0,0.0013928,0.0013928,0.0013928
94,204.41,1.80911,2.08712,1.45412,0.00354,0.70456,0.39159,0.43849,0.33411,0.15003,0.3647,0.40694,0.28739,0.10972,2.04265,2.52827,1.86081,0.00538,0,0.0013862,0.0013862,0.0013862
95,206.452,1.85687,2.25613,1.6053,0.00442,0.72687,0.39159,0.43849,0.33411,0.15003,0.3647,0.40694,0.28739,0.10972,2.04265,2.52827,1.86081,0.00538,0,0.0013796,0.0013796,0.0013796
96,208.335,1.57448,2.33153,1.84784,0.00519,0.5294,0.39159,0.43849,0.33411,0.15003,0.3647,0.40694,0.28739,0.10972,2.04265,2.52827,1.86081,0.00538,0,0.001373,0.001373,0.001373
97,210.565,1.98167,2.31028,1.68668,0.00444,0.69302,0.39159,0.43849,0.33411,0.15003,0.3647,0.40694,0.28739,0.10972,2.04265,2.52827,1.86081,0.00538,0,0.0013664,0.0013664,0.0013664
98,212.708,1.87522,2.28461,1.72354,0.00466,0.64041,0.45311,0.47003,0.39327,0.18424,0.41811,0.42587,0.3393,0.13996,1.99531,2.38333,1.70073,0.00554,0,0.0013598,0.0013598,0.0013598
99,214.829,1.69322,2.10421,1.71784,0.00457,0.66827,0.45311,0.47003,0.39327,0.18424,0.41811,0.42587,0.3393,0.13996,1.99531,2.38333,1.70073,0.00554,0,0.0013532,0.0013532,0.0013532
100,217.06,1.88297,2.16647,1.53754,0.00391,0.69337,0.45311,0.47003,0.39327,0.18424,0.41811,0.42587,0.3393,0.13996,1.99531,2.38333,1.70073,0.00554,0,0.0013466,0.0013466,0.0013466
101,219.23,1.74354,1.79379,1.48883,0.00384,0.63193,0.45311,0.47003,0.39327,0.18424,0.41811,0.42587,0.3393,0.13996,1.99531,2.38333,1.70073,0.00554,0,0.00134,0.00134,0.00134
102,221.322,1.70962,2.23367,1.58812,0.00459,0.75626,0.4258,0.47634,0.40911,0.19625,0.38337,0.40694,0.33523,0.12461,1.96395,2.3694,1.68849,0.00554,0,0.0013334,0.0013334,0.0013334
103,223.502,1.74902,1.87341,1.46157,0.00381,0.59104,0.4258,0.47634,0.40911,0.19625,0.38337,0.40694,0.33523,0.12461,1.96395,2.3694,1.68849,0.00554,0,0.0013268,0.0013268,0.0013268
104,225.581,1.80551,2.40466,1.74855,0.00515,0.72867,0.4258,0.47634,0.40911,0.19625,0.38337,0.40694,0.33523,0.12461,1.96395,2.3694,1.68849,0.00554,0,0.0013202,0.0013202,0.0013202
105,227.52,1.57873,1.78277,1.55658,0.00509,0.56253,0.4258,0.47634,0.40911,0.19625,0.38337,0.40694,0.33523,0.12461,1.96395,2.3694,1.68849,0.00554,0,0.0013136,0.0013136,0.0013136
106,229.636,1.8007,2.07268,1.53704,0.00438,0.63259,0.48095,0.47061,0.42956,0.20567,0.40219,0.37539,0.32039,0.12368,1.96389,2.30407,1.6642,0.00544,0,0.001307,0.001307,0.001307
107,231.845,1.61561,1.76466,1.52929,0.00362,0.6347,0.48095,0.47061,0.42956,0.20567,0.40219,0.37539,0.32039,0.12368,1.96389,2.30407,1.6642,0.00544,0,0.0013004,0.0013004,0.0013004
108,233.959,1.69872,1.97113,1.56747,0.00416,0.60339,0.48095,0.47061,0.42956,0.20567,0.40219,0.37539,0.32039,0.12368,1.96389,2.30407,1.6642,0.00544,0,0.0012938,0.0012938,0.0012938
109,236.21,1.80467,2.12926,1.48702,0.00356,0.53926,0.48095,0.47061,0.42956,0.20567,0.40219,0.37539,0.32039,0.12368,1.96389,2.30407,1.6642,0.00544,0,0.0012872,0.0012872,0.0012872
110,238.28,1.54871,1.99777,1.60318,0.00444,0.66164,0.48039,0.48896,0.42566,0.20779,0.38319,0.40379,0.30642,0.11259,1.93108,2.28799,1.62987,0.00516,0,0.0012806,0.0012806,0.0012806
111,240.495,1.81624,2.00882,1.48821,0.00361,0.58144,0.48039,0.48896,0.42566,0.20779,0.38319,0.40379,0.30642,0.11259,1.93108,2.28799,1.62987,0.00516,0,0.001274,0.001274,0.001274
112,242.794,1.78468,2.0177,1.43574,0.00356,0.66465,0.48039,0.48896,0.42566,0.20779,0.38319,0.40379,0.30642,0.11259,1.93108,2.28799,1.62987,0.00516,0,0.0012674,0.0012674,0.0012674
113,244.931,1.53915,1.90504,1.37994,0.00339,0.49791,0.48039,0.48896,0.42566,0.20779,0.38319,0.40379,0.30642,0.11259,1.93108,2.28799,1.62987,0.00516,0,0.0012608,0.0012608,0.0012608
114,246.931,1.46318,1.70608,1.43848,0.00424,0.59165,0.47641,0.49083,0.43815,0.21116,0.3946,0.41009,0.31976,0.11609,1.96221,2.2879,1.60162,0.00517,0,0.0012542,0.0012542,0.0012542
115,249.169,1.69417,1.67557,1.38771,0.0036,0.62012,0.47641,0.49083,0.43815,0.21116,0.3946,0.41009,0.31976,0.11609,1.96221,2.2879,1.60162,0.00517,0,0.0012476,0.0012476,0.0012476
116,251.442,1.89854,2.0826,1.45016,0.00344,0.60228,0.47641,0.49083,0.43815,0.21116,0.3946,0.41009,0.31976,0.11609,1.96221,2.2879,1.60162,0.00517,0,0.001241,0.001241,0.001241
117,253.462,1.62751,1.85539,1.44734,0.00384,0.62651,0.47641,0.49083,0.43815,0.21116,0.3946,0.41009,0.31976,0.11609,1.96221,2.2879,1.60162,0.00517,0,0.0012344,0.0012344,0.0012344
118,255.464,1.48064,1.93201,1.54256,0.00457,0.53354,0.45899,0.50473,0.42756,0.19928,0.40083,0.44795,0.34568,0.12997,1.9511,2.25328,1.65814,0.00487,0,0.0012278,0.0012278,0.0012278
119,257.919,1.84544,2.0389,1.3221,0.00328,0.68062,0.45899,0.50473,0.42756,0.19928,0.40083,0.44795,0.34568,0.12997,1.9511,2.25328,1.65814,0.00487,0,0.0012212,0.0012212,0.0012212
120,260.101,1.69187,1.90666,1.35488,0.00356,0.58062,0.45899,0.50473,0.42756,0.19928,0.40083,0.44795,0.34568,0.12997,1.9511,2.25328,1.65814,0.00487,0,0.0012146,0.0012146,0.0012146
121,262.206,1.74076,2.05521,1.36475,0.0035,0.67538,0.45899,0.50473,0.42756,0.19928,0.40083,0.44795,0.34568,0.12997,1.9511,2.25328,1.65814,0.00487,0,0.001208,0.001208,0.001208
122,264.388,1.56374,1.76444,1.44517,0.00392,0.59405,0.45955,0.50789,0.42466,0.20112,0.40625,0.45426,0.33461,0.12624,1.96675,2.3952,1.66182,0.00485,0,0.0012014,0.0012014,0.0012014
